"","Authors","Title","Year","Source","grp"
"66524","Shen, He; Xu, Yunjun; Dickinson, Benjamin T.","micro air vehicle's attitude control using real-time pressure and shear information",2014,"JOURNAL OF AIRCRAFT","D_T_primary"
"66526","Fraser, James D.; Karpanty, Sarah M.; Cohen, Jonathan B.","shorebirds forage disproportionately in horseshoe crab nest depressions",2010,"WATERBIRDS","D_T_primary"
"66529","Fromhage, Lutz; McNamara, John M.; Houston, Alasdair I.","sperm allocation strategies and female resistance: a unifying perspective",2008,"AMERICAN NATURALIST","D_T_primary"
"66543","Muth-Koehne, Elke; Sonnack, Laura; Schlich, Karsten; Hischen, Florian; Baumgartner, Werner; Hund-Rinke, Kerstin; Schaefers, Christoph; Fenske, Martina","the toxicity of silver nanoparticles to zebrafish embryos increases through sewage treatment processes",2013,"ECOTOXICOLOGY","D_T_primary"
"66548","Kohashi, Tsunehiko; Oda, Yoichi","initiation of mauthner- or non-mauthner-mediated fast escape evoked by different modes of sensory input",2008,"JOURNAL OF NEUROSCIENCE","D_T_primary"
"66549","Bowie, Mike H.; Hodge, Simon; Banks, Jonathan C.; Vink, Cor J.","an appraisal of simple tree-mounted shelters for non-lethal monitoring of weta (orthoptera : anostostomatidae and rhaphidophoridae) in new zealand nature reserves",2006,"JOURNAL OF INSECT CONSERVATION","D_T_primary"
"66551","Galef, BG; Whiskin, EE; Dewar, G","a new way to study teaching in animals: despite demonstrable benefits, rat dams do not teach their young what to eat",2005,"ANIMAL BEHAVIOUR","D_T_primary"
"66553","LAW, DJ; LIGHTNER, VA","divalent cation-dependent adhesion at the myotendinous junction - ultrastructure and mechanics of failure",1993,"JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY","D_T_primary"
"66568","Xing, Lei; Esau, Crystal; Trudeau, Vance L.","direct regulation of aromatase b expression by 17 beta-estradiol and dopamine d1 receptor agonist in adult radial glial cells",2016,"FRONTIERS IN NEUROSCIENCE","D_T_primary"
"66570","Guo, Chang-Jun; Yang, Li-Shi; Zhang, Ying-Fen; Wu, Yan-Yan; Weng, Shao-Ping; Yu, Xiao-Qiang; He, Jian-Guo","a novel viral socs from infectious spleen and kidney necrosis virus: interacts with jak1 and inhibits ifn-alpha induced stat1/3 activation",2012,"PLOS ONE","D_T_primary"
"66571","Storz, Jay F.; Zera, Anthony J.","experimental approaches to evaluate the contributions of candidate protein-coding mutations to phenotypic evolution",2011,"Methods in Molecular Biology","D_T_primary"
"66581","Borycki, AG; Mendham, L; Emerson, CP","control of somite patterning by sonic hedgehog and its downstream signal response genes",1998,"DEVELOPMENT","D_T_primary"
"66584","Iglesias, I.; Munoz, M. J.; Montes, F.; Perez, A.; Gogin, A.; Kolbasov, D.; de la Torre, A.","reproductive ratio for the local spread of african swine fever in wild boars in the russian federation",2016,"TRANSBOUNDARY AND EMERGING DISEASES","D_T_primary"
"66585","Zhao Guosong; Liu Jiyuan; Kuang Wenhui; Ouyang Zhiyun; Xie Zhenglei","disturbance impacts of land use change on biodiversity conservation priority areas across china: 1990-2010",2015,"JOURNAL OF GEOGRAPHICAL SCIENCES","D_T_primary"
"66597","Salvatierra, Nancy A.; Cid, Mariana P.; Arce, Augusto","neonatal acute stress by novelty in the absence of social isolation decreases fearfulness in young chicks",2009,"STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS","D_T_primary"
"66600","Fisher, BL","insect behavior and ecology in conservation: preserving functional species interactions",1998,"ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA","D_T_primary"
"66601","Ostarek, Markus; Vigliocco, Gabriella","reading sky and seeing a cloud: on the relevance of events for perceptual simulation",2017,"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION","D_T_primary"
"66604","Mimet, Anne; Pellissier, Vincent; Houet, Thomas; Julliard, Romain; Simon, Laurent","a holistic landscape description reveals that landscape configuration changes more over time than composition: implications for landscape ecology studies",2016,"PLOS ONE","D_T_primary"
"66615","Remage-Healey, L; Romero, LM","corticosterone and insulin interact to regulate glucose and triglyceride levels during stress in a bird",2001,"AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY","D_T_primary"
"66618","Clark, DF; Kneeshaw, DD; Burton, PJ; Antos, JA","coarse woody debris in sub-boreal spruce forests of west-central british columbia",1998,"CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE","D_T_primary"
"66636","Misawa, Yoshinori; Akimoto, Takashi; Amarume, Satoshi; Murata, Takeomi; Usui, Taichi","enzymatic synthesis of spacer-linked divalent glycosides carrying n-acetylglucosamine and n-acetyllactosamine: analysis of cross-linking activities with wga",2008,"JOURNAL OF BIOCHEMISTRY","D_T_primary"
"66655","Sinha, Suprita; Thaker, A. M.","study on the impact of lead acetate pollutant on immunotoxicity produced by thiamethoxam pesticide",2014,"INDIAN JOURNAL OF PHARMACOLOGY","D_T_primary"
"66656","Bennett, Lea D.; Hopiavuori, Blake R.; Brush, Richard S.; Chan, Michael; Van Hook, Matthew J.; Thoreson, Wallace B.; Anderson, Robert E.","examination of vlc-pufa-deficient photoreceptor terminals",2014,"INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","D_T_primary"
"66659","Toepfer, Christopher; Caorsi, Valentina; Kampourakis, Thomas; Sikkel, Markus B.; West, Timothy G.; Leung, Man-Ching; Al-Saud, Sara A.; MacLeod, Kenneth T.; Lyon, Alexander R.; Marston, Steven B.; Sellers, James R.; Ferenczi, Michael A.","myosin regulatory light chain (rlc) phosphorylation change as a modulator of cardiac muscle contraction in disease",2013,"JOURNAL OF BIOLOGICAL CHEMISTRY","D_T_primary"
"66666","Ching, B.; Jamieson, S.; Heath, J. W.; Heath, D. D.; Hubberstey, A.","transcriptional differences between triploid and diploid chinook salmon (oncorhynchus tshawytscha) during live vibrio anguillarum challenge",2010,"HEREDITY","D_T_primary"
"66673","Kohidai, L; Schiess, N; Csaba, G","chemotactic selection of tetrahymena pyriformis gl induced with histamine, di-iodotyrosine or insulin",2000,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","D_T_primary"
"66675","LILLIEN, L","changes in retinal cell fate induced by overexpression of egf receptor",1995,"NATURE","D_T_primary"
"66677","MURRAY, MT; SCHILLER, DL; FRANKE, WW","sequence-analysis of cytoplasmic messenger rna-binding proteins of xenopus-oocytes identifies a family of rna-binding proteins",1992,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","D_T_primary"
"66679","Masaki, T.; Hata, S.; Ide, Y.","heterogeneity in soil water and light environments and dispersal limitation: what facilitates tree species coexistence in a temperate forest?",2015,"PLANT BIOLOGY","D_T_primary"
"66681","Masaka, Kazuhiko; Sato, Hajime; Kon, Hirokazu; Fukuchi, Minoru","demographic and height growth response of native broad-leaved deciduous tree saplings to overhead canopy release in a coastal pinus thunbergii forest in hokkaido, northern japan",2012,"JOURNAL OF FOREST RESEARCH","D_T_primary"
"66685","Baisch, JF; Wolfram, G; Beck, L; Drummer, C; Stormer, I; Buckey, T; Blomqvist, G","orthostatic stress is necessary to maintain the dynamic range of cardiovascular control in space",2000,"PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY","D_T_primary"
"66691","Polakof, Sergio; Miguez, Jesus M.; Soengas, Jose L.","cholecystokinin impact on rainbow trout glucose homeostasis: possible involvement of central glucosensors",2011,"REGULATORY PEPTIDES","D_T_primary"
"66693","Clark, A. R.; Naylor, C. E.; Bagneris, C.; Keep, N. H.; Slingsby, C.","crystal structure of r120g disease mutant of human alpha b-crystallin domain dimer shows closure of a groove",2011,"JOURNAL OF MOLECULAR BIOLOGY","D_T_primary"
"66694","Janssen, Bert J. C.; Robinson, Ross A.; Perez-Branguli, Francesc; Bell, Christian H.; Mitchell, Kevin J.; Siebold, Christian; Jones, E. Yvonne","structural basis of semaphorin-plexin signalling",2010,"NATURE","D_T_primary"
"66700","Ren, RY; Nagel, M; Tahinci, E; Winklbauer, R; Symes, K","migrating anterior mesoderm cells and intercalating trunk mesoderm cells have distinct responses to rho and rac during xenopus gastrulation",2006,"DEVELOPMENTAL DYNAMICS","D_T_primary"
"66705","Miyazaki, H; Nakamura, Y; Arai, T; Kataoka, K","increase of glutamate uptake in astrocytes - a possible mechanism of action of volatile anesthetics",1997,"ANESTHESIOLOGY","D_T_primary"
"66706","Bryan, PJ; McClintock, JB; Hopkins, TS","structural and chemical defenses of echinoderms from the northern gulf of mexico",1997,"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","D_T_primary"
"66711","Reali, Cecilia; Russo, Raul E.","neuronal intrinsic properties shape naturally evoked sensory inputs in the dorsal horn of the spinal cord",2013,"FRONTIERS IN CELLULAR NEUROSCIENCE","D_T_primary"
"66720","Schmitz, Lars; Wainwright, Peter C.","nocturnality constrains morphological and functional diversity in the eyes of reef fishes",2011,"BMC EVOLUTIONARY BIOLOGY","D_T_primary"
"66721","Kim, Jo-Sun; Park, Yong-Yea; Park, Sun-Yi; Cho, Hyeseon; Kang, Dongmin; Cho, Hyeseong","the auto-ubiquitylation of e3 ubiquitin-protein ligase chfr at g(2) phase is required for accumulation of polo-like kinase 1 and mitotic entry in mammalian cells",2011,"JOURNAL OF BIOLOGICAL CHEMISTRY","D_T_primary"
"66733","Alexander, J; SchartonKersten, TM; Yap, G; Roberts, CW; Liew, FY; Sher, A","mechanisms of innate resistance to toxoplasma gondii infection",1997,"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES","D_T_primary"
"66735","Bitton, Pierre-Paul; Dawson, Russell D.","age-related prenatal maternal effects and postnatal breeding experience have different influences on nestling development in an altricial passerine",2017,"JOURNAL OF AVIAN BIOLOGY","D_T_primary"
"66736","Niare, Sirama; Berenger, Jean-Michel; Dieme, Constentin; Doumbo, Ogobara; Raoult, Didier; Parola, Philippe; Almeras, Lionel","identification of blood meal sources in the main african malaria mosquito vector by maldi-tof ms",2016,"MALARIA JOURNAL","D_T_primary"
"66740","Han, Bingjie; Bellemer, Andrew; Koelle, Michael R.","an evolutionarily conserved switch in response to gaba affects development and behavior of the locomotor circuit of caenorhabditis elegans",2015,"GENETICS","D_T_primary"
"66741","Galliano, Elisa; Potters, Jan-Willem; Elgersma, Ype; Wisden, William; Kushner, Steven A.; De Zeeuw, Chris I.; Hoebeek, Freek E.","synaptic transmission and plasticity at inputs to murine cerebellar purkinje cells are largely dispensable for standard nonmotor tasks",2013,"JOURNAL OF NEUROSCIENCE","D_T_primary"
"66746","Bird, Christine P.; Stranger, Barbara E.; Liu, Maureen; Thomas, Daryl J.; Ingle, Catherine E.; Beazley, Claude; MillerO, Webb; Hurles, Matthew E.; Dermitzakis, Emmanouil T.","fast-evolving noncoding sequences in the human genome",2007,"GENOME BIOLOGY","D_T_primary"
"66749","Chadd, R; Extence, C","the conservation of freshwater macroin vertebrate populations: a community-based classification scheme",2004,"AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS","D_T_primary"
"66761","Villeneuve, Daniel L.; Breen, Miyuki; Bencic, David C.; Cavallin, Jenna E.; Jensen, Kathleen M.; Makynen, Elizabeth A.; Thomas, Linnea M.; Wehmas, Leah C.; Conolly, Rory B.; Ankley, Gerald T.","developing predictive approaches to characterize adaptive responses of the reproductive endocrine axis to aromatase inhibition: i. data generation in a small fish model",2013,"TOXICOLOGICAL SCIENCES","D_T_primary"
"66766","Martins, Daniella R. A.; Jeronimo, Selma M. B.; Donelson, John E.; Wilson, Mary E.","leishmania chagasi t-cell antigens identified through a double library screen",2006,"INFECTION AND IMMUNITY","D_T_primary"
"66768","Jones, G; Wozniak, M; Chu, YX; Dhar, S; Jones, D","juvenile hormone iii-dependent conformational changes of the nuclear receptor ultraspiracle",2001,"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","D_T_primary"
"66770","Gould, A; Itasaki, N; Krumlauf, R","induction and maintenance of hoxb4 expression in the developing hindbrain",1999,"KEIO UNIVERSITY SYMPOSIA FOR LIFE SCIENCE AND MEDICINE","D_T_primary"
"66774","Gut, Nadine K.; Winn, Philip","the pedunculopontine tegmental nucleusa functional hypothesis from the comparative literature",2016,"MOVEMENT DISORDERS","D_T_primary"
"66786","Li, P; Temple, S; Gao, Y; Haimberger, TJ; Hawryshyn, CW; Li, L","circadian rhythms of behavioral cone sensitivity and long wavelength opsin mrna expression: a correlation study in zebratish",2005,"JOURNAL OF EXPERIMENTAL BIOLOGY","D_T_primary"
"66793","Santangeli, Andrea; Laaksonen, Toni","voluntary nonmonetary conservation approaches on private land: a review of constraints, risks, and benefits for raptor nest protection",2015,"ENVIRONMENTAL MANAGEMENT","D_T_primary"
"66795","Math-Hung Pham; Chang, Wei-Hua; Berthouly-Salazar, Cecile; Lin, Der-Yuh; Yungrahane, Sukanya; Wang, Chien-Chan; Lee, Yen-Pai; Tixier-Boichare, Michele; Chen, Chih-Feng","genetic characterization of taiwan commercial native chickens ascertained by microsatellite markers",2013,"JOURNAL OF POULTRY SCIENCE","D_T_primary"
"66798","Vellema, Michiel; Verschueren, Jacob; Van Meir, Vincent; Van der Linden, Annemie","a customizable 3-dimensional digital atlas of the canary brain in multiple modalities",2011,"NEUROIMAGE","D_T_primary"
"66806","Zhang, Qi-Lin; Zhu, Qian-Hua; Zhang, Feng; Xu, Bin; Wang, Xiu-Qiang; Chen, Jun-Yuan","transcriptome-wide analysis of immune-responsive micrornas against poly (i:c) challenge in branchiostoma belcheri by deep sequencing and bioinformatics",2017,"ONCOTARGET","D_T_primary"
"66807","Xu, Jiachao; Jiang, Shuai; Li, Yiqun; Li, Meijia; Cheng, Qi; Zhao, Depeng; Yang, Bin; Jia, Zhihao; Wang, Lingling; Song, Linsheng","caspase-3 serves as an intracellular immune receptor specific for lipopolysaccharide in oyster crassostrea gigas",2016,"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","D_T_primary"
"66819","Benninghoff, AD; Thomas, P","gonadotropin regulation of testosterone production by primary cultured theca and granulosa cells of atlantic croaker: ii. involvement of a mitogen-activated protein kinase pathway",2006,"GENERAL AND COMPARATIVE ENDOCRINOLOGY","D_T_primary"
"66821","He, F; Mao, ML; Wensel, TG","enhancement of phototransduction g protein-effector interactions by phosphoinositides",2004,"JOURNAL OF BIOLOGICAL CHEMISTRY","D_T_primary"
"66838","Schulte, M; Diekamp, B; Manns, M; Schwarz, A; Valencia-Alfonso, C; Kirsch, JA; Gunturkun, O; Folta, K","visual responses and afferent connections of the n. ventrolateralis thalami (vlt) in the pigeon (columba livia)",2006,"BRAIN RESEARCH BULLETIN","D_T_primary"
"66854","Astakhova, Luba A.; Samoiliuk, Evgeniia V.; Govardovskii, Victor I.; Firsov, Michael L.","camp controls rod photoreceptor sensitivity via multiple targets in the phototransduction cascade",2012,"JOURNAL OF GENERAL PHYSIOLOGY","D_T_primary"
"66864","Varo, I; Navarro, JC; Amat, F; Guilhermino, L","characterisation of cholinesterases and evaluation of the inhibitory potential of chlorpyrifos and dichlorvos to artemia salina and artemia parthenogenetica",2002,"CHEMOSPHERE","D_T_primary"
"66870","Miguel, Nadia C. O.; Matsuda, Monique; Portes, Andre Luis F.; Allodi, Silvana; Mendez-Otero, Rosalia; Puntar, Thiago; Sholl-Franco, Alfred; Krempel, Paloma G.; Monteiro, Mario L. R.","in vitro effects of bevacizumab treatment on newborn rat retinal cell proliferation, death, and differentiation",2012,"INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","D_T_primary"
"66874","Zahreddine, Hala; Zhang, Huimin; Diogon, Marie; Nagamatsu, Yasuko; Labouesse, Michel","crt-1/calreticulin and the e3 ligase eel-1/huwe1 control hemidesmosome maturation in c. elegans development",2010,"CURRENT BIOLOGY","D_T_primary"
"66876","Pozzi, S; Rossetti, S; Bistulfi, G; Sacchi, N","rar-mediated epigenetic control of the cytochrome p450 cyp26a1 in embryocarcinoma cells",2006,"ONCOGENE","D_T_primary"
"66886","Tezuka, Yu; Herai, Natsumi; Inomata, Yui; Kagami, Keisuke; Yamauchi, Junji; Nishigori, Hideo; Sanbe, Atsushi","upregulation of inorganic pyrophosphatase 1 as a jnk phosphatase in hypothyroid embryonic chick cerebellum",2015,"LIFE SCIENCES","D_T_primary"
"66892","Krivoruchko, Anastasia; Storey, Kenneth B.","molecular mechanisms of turtle anoxia tolerance: a role for nf-kappa b",2010,"GENE","D_T_primary"
"66894","Dizhoor, Alexander M.; Olshevskaya, Elena V.; Peshenko, Igor V.","mg2+/ca2+ cation binding cycle of guanylyl cyclase activating proteins (gcaps): role in regulation of photoreceptor guanylyl cyclase",2010,"MOLECULAR AND CELLULAR BIOCHEMISTRY","D_T_primary"
"66896","Vepachedu, Ramarao; Gorska, Magdalena M.; Singhania, Neil; Cosgrove, Gregory P.; Brown, Kevin K.; Alam, Rafeul","unc119 regulates myofibroblast differentiation through the activation of fyn and the p38 mapk pathway",2007,"JOURNAL OF IMMUNOLOGY","D_T_primary"
