"","Authors","Title","Year","Source","grp"
"61346","Ost, Markus; Seltmann, Martin W.; Jaatinen, Kim","personality, body condition and breeding experience drive sociality in a facultatively social bird",2015,"ANIMAL BEHAVIOUR","A_An_primary"
"61352","Dewes, L. J.; Sandrini, J. Z.; Monserrat, J. M.; Yunes, J. S.","biochemical and physiological responses after exposure to microcystins in the crab chasmagnathus granulatus (decapoda, brachyura)",2006,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","A_An_primary"
"61353","Urdy, Severine","on the evolution of morphogenetic models: mechano-chemical interactions and an integrated view of cell differentiation, growth, pattern formation and morphogenesis",2012,"BIOLOGICAL REVIEWS","A_An_primary"
"61370","Konstadakopulos, Dimitrios","cooling the earth? the changing priorities of eu-asia technology cooperation",2009,"ASIA EUROPE JOURNAL","A_An_primary"
"61373","Gurney, JE; Watkins, RW; Gill, EL; Cowan, DP","non-lethal mouse repellents: evaluation of cinnamamide as a repellent against commensal and field rodents",1996,"APPLIED ANIMAL BEHAVIOUR SCIENCE","A_An_primary"
"61378","Quinn, JS; Morris, RD; Blokpoel, H; Weseloh, DV; Ewins, PJ","design and management of bird nesting habitat: tactics for conserving colonial waterbird biodiversity on artificial islands in hamilton harbour, ontario",1996,"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","A_An_primary"
"61392","Zhang, Yong; Ducret, Adrien; Shaevitz, Joshua; Mignot, Tam","from individual cell motility to collective behaviors: insights from a prokaryote, myxococcus xanthus",2012,"FEMS MICROBIOLOGY REVIEWS","A_An_primary"
"61405","Sauveur, B","criteria and factors in the quality of fowl: the case of label rouge chickens",1998,"EAAP EUROPEAN ASSOCIATION FOR ANIMAL PRODUCTION PUBLICATION","A_An_primary"
"61442","Bain, Karlene; Wayne, Adrian; Bencini, Roberta","prescribed burning as a conservation tool for management of habitat for threatened species: the quokka, setonix brachyurus, in the southern forests of western australia",2016,"INTERNATIONAL JOURNAL OF WILDLAND FIRE","A_An_primary"
"61457","Stankiewicz, Piotr","from persuading to making joint decisions: management of conflicts over risk and technology",2011,"STUDIA SOCJOLOGICZNE","A_An_primary"
"61462","Primack, Richard B.; Miller-Rushing, Abraham J.","uncovering, collecting, and analyzing records to investigate the ecological impacts of climate change: a template from thoreau's concord",2012,"BIOSCIENCE","A_An_primary"
"61469","Valenta, Kim; Brown, Kevin A.; Rafaliarison, Radoniaina R.; Styler, Sarah A.; Jackson, Derek; Lehman, Shawn M.; Chapman, Colin A.; Melin, Amanda D.","sensory integration during foraging: the importance of fruit hardness, colour, and odour to brown lemurs",2015,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","A_An_primary"
"61473","Brown, Robert L.; El-Sayed, Ashraf M.; Unelius, C. Rikard; Suckling, David M.","attraction of the invasive social wasp, vespula vulgaris, by volatiles from fermented brown sugar",2014,"ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","A_An_primary"
"61475","Munoz, Antonio-Roman; Luz Marquez, Ana; Real, Raimundo","updating known distribution models for forecasting climate change impact on endangered species",2013,"PLOS ONE","A_An_primary"
"61478","Fitzsimons, James A.; Wescott, Geoff","the role of multi-tenure reserve networks in improving reserve design and connectivity",2008,"LANDSCAPE AND URBAN PLANNING","A_An_primary"
"61484","Pinard-van der Laan, MH; Siegel, PB; Lamont, SJ","lessons from selection experiments on immune response in the chicken",1998,"POULTRY AND AVIAN BIOLOGY REVIEWS","A_An_primary"
"61527","Orger, Michael B.; Kampff, Adam R.; Severi, Kristen E.; Bollmann, Johann H.; Engert, Florian","control of visually guided behavior by distinct populations of spinal projection neurons",2008,"NATURE NEUROSCIENCE","A_An_primary"
"61531","Vega, RL; Epel, D","stress-induced apoptosis in sea urchin embryogenesis",2004,"MARINE ENVIRONMENTAL RESEARCH","A_An_primary"
"61551","Rzewuski, Stanislaw; Kulpa, Krzysztof; Gromek, Artur","airborne targets detection using weather radar",2015,"2015 Signal Processing Symposium (SPSympo)","A_An_primary"
"61558","Boyack, KW; Klavans, R; Borner, K","mapping the backbone of science",2005,"SCIENTOMETRICS","A_An_primary"
"61559","Oldfield, TEE; Smith, RJ; Harrop, SR; Leader-Williams, N","field sports and conservation in the united kingdom",2003,"NATURE","A_An_primary"
"61592","Lukas, Jan; Mazna, Petr; Valenta, Tomas; Doubravska, Lenka; Pospichalova, Vendula; Vojtechova, Martina; Fafilek, Bohumil; Ivanek, Robert; Plachy, Jiri; Novak, Jakub; Korinek, Vladimir","dazap2 modulates transcription driven by the wnt effector tcf-4",2009,"NUCLEIC ACIDS RESEARCH","A_An_primary"
"61598","Johnson, MS; Holladay, SD; Lippenholz, KS; Jenkins, JL; McCain, WC","effects of 2,4,6-trinitrotoluene in a holistic environmental exposure regime on a terrestrial salamander, ambystoma tigrinum",2000,"TOXICOLOGIC PATHOLOGY","A_An_primary"
"61603","Rodriguez-Climent, Silvia; Caiola, Nuno; Ibanez, Carles","salinity as the main factor structuring small-bodied fish assemblages in hydrologically altered mediterranean coastal lagoons",2013,"SCIENTIA MARINA","A_An_primary"
"61615","Rollins, Lee A.; Woolnough, Andrew P.; Fanson, Benjamin G.; Cummins, Michelle L.; Crowley, Tamsyn M.; Wiltonz, Alan N.; Sinclair, Ron; Butler, Ashleigh; Sherwin, William B.","selection on mitochondrial variants occurs between and within individuals in an expanding invasion",2016,"MOLECULAR BIOLOGY AND EVOLUTION","A_An_primary"
"61621","Ongkudon, Clarence M.; Ho, Jenny; Danquah, Michael K.","mitigating the looming vaccine crisis: production and delivery of plasmid-based vaccines",2011,"CRITICAL REVIEWS IN BIOTECHNOLOGY","A_An_primary"
"61624","Matsumoto, Takaaki; Kita, Koichi; Suzuki, Ren; Oosedo, Atsushi; Go, Kenta; Hoshino, Yuta; Konno, Atsushi; Uchiyama, Masaru","a hovering control strategy for a tail-sitter vtol uav that increases stability against large disturbanceac",2010,"IEEE International Conference on Robotics and Automation ICRA","A_An_primary"
"61625","McCall, Sherman; Vilensky, Joel A.; Gilman, Sid; Taubenberger, Jeffery K.","the relationship between encephalitis lethargica and influenza: a critical analysis",2008,"JOURNAL OF NEUROVIROLOGY","A_An_primary"
"61627","Thomas, DHL; Anders, S; Penn, NJ","conservation in the community: the kilum-ijim forest project, cameroon",2000,"OSTRICH","A_An_primary"
"61628","Cleemann, P; Paulsen, GB; Storr-Hansen, E; Fromberg, A","analyses of polychlorinated biphenyls and chlorinated pesticides in biota: method and quality assurance",1999,"JOURNAL OF AOAC INTERNATIONAL","A_An_primary"
"61636","Sokolowski, Katie; Corbin, Joshua G.","wired for behaviors: from development to function of innate limbic system circuitry",2012,"FRONTIERS IN MOLECULAR NEUROSCIENCE","A_An_primary"
"61643","Mikhailov, A; Shinohara, M; Rieder, CL","the p38-mediated stress-activated checkpoint - a rapid response system for delaying progression through antephase and entry into mitosis",2005,"CELL CYCLE","A_An_primary"
"61644","van Hateren, H","a cellular and molecular model of response kinetics and adaptation in primate cones and horizontal cells",2005,"JOURNAL OF VISION","A_An_primary"
"61651","Pass, DM; Foley, WJ; Bowden, B","vertebrate herbivory on eucalyptus - identification of specific feeding deterrents for common ringtail possums (pseudocheirus peregrinus) by bioassay-guided fractionation of eucalyptus ovata foliage",1998,"JOURNAL OF CHEMICAL ECOLOGY","A_An_primary"
"61666","Linnemannstoens, Karen; Ripp, Caroline; Honemann-Capito, Mona; Brechtel-Curth, Katja; Hedderich, Marie; Wodarz, Andreas","the ptk7-related transmembrane proteins off-track and off-track 2 are co-receptors for drosophila wnt2 required for male fertility",2014,"PLOS GENETICS","A_An_primary"
"61672","Takken, Willem; Knols, Bart G. J.","exploitation of olfactory-mediated behaviour",2010,"Ecology and Control of Vector-Borne Diseases","A_An_primary"
"61674","Weber, JR; Sokol, SY","identitication of a phylogenetically conserved activin-responsive enhancer in the zic3 gene",2003,"MECHANISMS OF DEVELOPMENT","A_An_primary"
"61679","Poliak, Sebastian; Norovich, Amy L.; Yamagata, Masahito; Sanes, Joshua R.; Jessell, Thomas M.","muscle-type identity of proprioceptors specified by spatially restricted signals from limb mesenchyme",2016,"CELL","A_An_primary"
"61683","Jones, Rebecca M.; Petermann, Eva","replication fork dynamics and the dna damage response",2012,"BIOCHEMICAL JOURNAL","A_An_primary"
"61684","Matsuoka, Ryota L.; Chivatakarn, Onanong; Badea, Tudor C.; Samuels, Ivy S.; Cahill, Hugh; Katayama, Kei-ichi; Kumar, Sumit R.; Suto, Fumikazu; Chedotal, Alain; Peachey, Neal S.; Nathans, Jeremy; Yoshida, Yutaka; Giger, Roman J.; Kolodkin, Alex L.","class 5 transmembrane semaphorins control selective mammalian retinal lamination and function",2011,"NEURON","A_An_primary"
"61692","Hinits, Yaniv; Hughes, Simon M.","mef2s are required for thick filament formation in nascent muscle fibres",2007,"DEVELOPMENT","A_An_primary"
"61694","Zufall, F; Leinders-Zufall, T","the cellular and molecular basis of odor adaptation",2000,"CHEMICAL SENSES","A_An_primary"
"61695","Waters, JC; Chen, RH; Murray, AW; Gorbsky, GJ; Salmon, ED; Nicklas, RB","mad2 binding by phosphorylated kinetochores links error detection and checkpoint action in mitosis",1999,"CURRENT BIOLOGY","A_An_primary"
"61710","Hansen, Brage Bremset; Henriksen, Snorre; Aanes, Ronny; Saether, Bernt-Erik","ungulate impact on vegetation in a two-level trophic system",2007,"POLAR BIOLOGY","A_An_primary"
"61732","Rodrigues, Alan R.; Yakushiji-Kaminatsui, Nayuta; Atsuta, Yuji; Andrey, Guillaume; Schorderet, Patrick; Duboule, Denis; Tabin, Clifford J.","integration of shh and fgf signaling in controlling hox gene expression in cultured limb cells",2017,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","A_An_primary"
"61735","Magidson, Valentin; He, Jie; Ault, Jeffrey G.; O'Connell, Christopher B.; Yang, Nachen; Tikhonenko, Irina; McEwen, Bruce F.; Sui, Haixin; Khodjakov, Alexey","unattached kinetochores rather than intrakinetochore tension arrest mitosis in taxol-treated cells",2016,"JOURNAL OF CELL BIOLOGY","A_An_primary"
"61736","Qualls, Clifford; Appenzeller, Otto","modeling metabolism and disease in bioarcheology",2015,"BIOMED RESEARCH INTERNATIONAL","A_An_primary"
"61737","Liu, Xuemei; Xu, Na; Zhang, Shicui","calreticulin is a microbial-binding molecule with phagocytosis-enhancing capacity",2013,"FISH & SHELLFISH IMMUNOLOGY","A_An_primary"
"61756","KEIGHTLEY, PD; EVANS, MJ; HILL, WG","effects of multiple retrovirus insertions on quantitative traits of mice",1993,"GENETICS","A_An_primary"
"61762","Muhammad, Cameron; Samanta, Biswanath","neuromodulation based control of autonomous robots in ros environment",2014,"2014 IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE, COGNITIVE ALGORITHMS, MIND, AND BRAIN (CCMB)","A_An_primary"
"61773","Charollais, A; Gjinovci, A; Huarte, J; Bauquis, J; Nadal, A; Martin, F; Andreu, E; Sanchez-Andres, JV; Calabrese, A; Bosco, D; Soria, B; Wollheim, CB; Herrera, PL; Meda, P","junctional communication of pancreatic beta cells contributes to the control of insulin secretion and glucose tolerance",2000,"JOURNAL OF CLINICAL INVESTIGATION","A_An_primary"
"61774","Rousseau, D; Suffia, I; Ferrua, B; Philip, P; Le Fichoux, Y; Kubar, J","prolonged administration of dexamethasone induces limited reactivation of visceral leishmaniosis in chronically infected balb/c mice",1998,"EUROPEAN CYTOKINE NETWORK","A_An_primary"
"61779","Maharjan, P.; Clark, T.; Kuenzel, C.; Foy, M. K.; Watkins, S.","on farm monitoring of the impact of water system sanitation on microbial levels in broiler house water supplies",2016,"JOURNAL OF APPLIED POULTRY RESEARCH","A_An_primary"
"61780","Yang, Shuo; Wang, Jian; Li, Xiuyan; Zhai, Hongju; Han, Donglai; Wei, Bing; Wang, Dandan; Yang, Jinghai","one-step synthesis of bird cage-like zno and other controlled morphologies: structural, growth mechanism and photocatalytic properties",2014,"APPLIED SURFACE SCIENCE","A_An_primary"
"61781","Noor, Mohamed A. F.; Parnell, Robin S.; Grant, Bruce S.","a reversible color polyphenism in american peppered moth (biston betularia cognataria) caterpillars",2008,"PLOS ONE","A_An_primary"
"61795","Simonet, G; Poels, J; Claeys, I; Van Loy, T; Franssens, V; De Loof, A; Vanden Broeck, J","neuroendocrinological and molecular aspects of insect reproduction",2004,"JOURNAL OF NEUROENDOCRINOLOGY","A_An_primary"
"61802","Shpakov, A. O.; Derkach, K. V.","functional role of membrane-bound adenylyl cyclases and coupled to them receptors and g-proteins in regulation of fertility of spermatozoa",2014,"JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY","A_An_primary"
"61803","Engel, Ulrike; Zhan, Yougen; Long, Jennifer B.; Boyle, Scott N.; Ballif, Bryan A.; Dorey, Karel; Gygi, Steven P.; Koleske, Anthony J.; VanVactor, David","abelson phosphorylation of clasp2 modulates its association with microtubules and actin",2014,"CYTOSKELETON","A_An_primary"
"61804","Huang, Zhijing; Kingsolver, Megan B.; Avadhanula, Vasanthi; Hardy, Richard W.","an antiviral role for antimicrobial peptides during the arthropod response to alphavirus replication",2013,"JOURNAL OF VIROLOGY","A_An_primary"
"61806","Wu, Baojun; Jin, Meng; Gong, Jing; Du, Xiumin; Bai, Zengliang","dynamic evolution of ciks (traf3ip2/act1) in metazoans",2011,"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","A_An_primary"
"61808","Savage, JJ; Yaden, BC; Kiratipranon, P; Rhodes, SJ","transcriptional control during mammalian anterior pituitary development",2003,"GENE","A_An_primary"
"61815","Hubbard, Jeffrey Michael; Bohm, Urs Lucas; Prendergast, Andrew; Tseng, Po-En Brian; Newman, Morgan; Stokes, Caleb; Wyart, Claire","intraspinal sensory neurons provide powerful inhibition to motor circuits ensuring postural control during locomotion",2016,"CURRENT BIOLOGY","A_An_primary"
"61834","Good, PJ; Chen, QD; Warner, SJ; Herring, DC","a family of human rna-binding proteins related to the drosophila bruno translational regulator",2000,"JOURNAL OF BIOLOGICAL CHEMISTRY","A_An_primary"
"61836","Van Vactor, D; O'Reilly, AM; Neel, BG","genetic analysis of protein tyrosine phosphatases",1998,"CURRENT OPINION IN GENETICS & DEVELOPMENT","A_An_primary"
"61844","Valtcheva, Tchoudomira M.; Passaglia, Christopher L.","adaptive processes of the limulus lateral eye",2013,"Proceedings of the Southern Biomedical Engineering Conference","A_An_primary"
"61848","Antonio Sanchez, Jose; Antonio Madrid, Juan; Javier Sanchez-Vazquez, Francisco","molecular cloning, tissue distribution, and daily rhythms of expression of per1 gene in european sea bass (dicentrarchus labrax)",2010,"CHRONOBIOLOGY INTERNATIONAL","A_An_primary"
"61852","Myllyharju, J","intracellular post-translational modifications of collagens",2005,"Topics in Current Chemistry","A_An_primary"
"61857","Schrattenholz, A; Pereira, EFR; Roth, U; Weber, KH; Albuquerque, EX; Maelicke, A","agonist responses of neuronal nicotinic acetylcholine receptors are potentiated by a novel class of allosterically acting ligands",1996,"MOLECULAR PHARMACOLOGY","A_An_primary"
"61860","FAINZILBER, M; HASSON, A; OREN, R; BURLINGAME, AL; GORDON, D; SPIRA, ME; ZLOTKIN, E","new mollusk-specific alpha-conotoxins block aplysia neuronal acetylcholine-receptors",1994,"BIOCHEMISTRY","A_An_primary"
"61863","Makhijani, Kalpana; Alexander, Brandy; Rao, Deepti; Petraki, Sophia; Herboso, Leire; Kukar, Katelyn; Batool, Itrat; Wachner, Stephanie; Gold, Katrina S.; Wong, Corinna; O'Connor, Michael B.; Brueckner, Katja","regulation of drosophila hematopoietic sites by activin-beta from active sensory neurons",2017,"NATURE COMMUNICATIONS","A_An_primary"
"61865","Turkowska, Elzbieta; Pietruszka, Dominika; Skwarlo-Sonta, Krystyna","thymic e4bp4 gene transcription is up-regulated in the chicken during experimental peritonitis modified by the season-related lighting conditions",2016,"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","A_An_primary"
"61873","Wu, Ximei; Tu, Xiaolin; Joeng, Kyu Sang; Hilton, Matthew J.; Williams, David A.; Long, Fanxin","rac1 activation controls nuclear localization of beta-catenin during canonical wnt signaling",2008,"CELL","A_An_primary"
"61882","Chilton, Paula M.; Embry, Chelsea A.; Mitchell, Thomas C.","effects of differences in lipid a structure on tlr4 pro-inflammatory signaling and inflammasome activation",2012,"FRONTIERS IN IMMUNOLOGY","A_An_primary"
"61887","Cross, Fiona R.; Jackson, Robert R.","the attentive spider: search-image use by a mosquito-eating predator",2010,"ETHOLOGY","A_An_primary"
"61889","Beltran, Sophie; Cezilly, Frank; Boissier, Jerome","genetic dissimilarity between mates, but not male heterozygosity, influences divorce in schistosomes",2008,"PLOS ONE","A_An_primary"
"61917","Gobbi, Mauro; Priore, Cristiana; Tattoni, Clara; Lencioni, Valeria","surprising longhorned beetle (coleoptera, cerambycidae) richness along an italian alpine valley",2012,"ZOOKEYS","A_An_primary"
