Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Document Type,,
"Doyon, F., Gagnon, D., Giroux, J.-F.",Effects of strip and single-tree selection cutting on birds and their habitat in a southwestern Quebec northern hardwood forest,2005,Forest Ecology and Management,209,01-Feb,,101,116,,45,10.1016/j.foreco.2005.01.005,Article,,
"Olenick, K.L., Kreuter, U.P., Conner, J.R.",Texas landowner perceptions regarding ecosystem services and cost-sharing land management programs,2005,Ecological Economics,53,2,,247,260,,19,10.1016/j.ecolecon.2004.09.016,Review,,
"Li, C.-S., Wu, K.-Y., Chang-Chien, G.-P., Chou, C.-C.",Analysis of oxidative DNA damage 8-hydroxy-2?-deoxyguanosine as a biomarker of exposures to persistent pollutants for marine mammals,2005,Environmental Science and Technology,39,8,,2455,2460,,29,10.1021/es0487123,Article,,
"Wan, Y., Hu, J., Yang, M., An, L., An, W., Jin, X., Hattori, T., Itoh, M.","Characterization of trophic transfer for polychlorinated dibenzo-p-dioxins, dibenzofurans, non- and mono-ortho polychlorinated biphenyls in the marine food web of Bohai Bay, North China",2005,Environmental Science and Technology,39,8,,2417,2425,,73,10.1021/es048657y,Article,,
"Kanowski, J., Catterall, C.P., Wardell-Johnson, G.W.",Consequences of broadscale timber plantations for biodiversity in cleared rainforest landscapes of tropical and subtropical Australia,2005,Forest Ecology and Management,208,01-Mar,,359,372,,102,10.1016/j.foreco.2005.01.018,Article,,
"Goldstein, M.I., Wilkins, R.N., Lacher Jr., T.E.",Spatiotemporal responses of reptiles and amphibians to timber harvest treatments,2005,Journal of Wildlife Management,69,2,,525,539,,18,10.2193/0022-541X(2005)069[0525:SRORAA]2.0.CO;2,Article,,
"Hess, M.F., Silvy, N.J., Griffin, C.P., Lopez, R.R., Davis, D.S.",Differences in flight characteristics of pen-reared and wild prairie-chickens,2005,Journal of Wildlife Management,69,2,,650,654,,12,10.2193/0022-541X(2005)069[0650:DIFCOP]2.0.CO;2,Article,,
"Royle, J.A., Garrettson, P.R.",The effect of reward band value on mid-continent mallard band reporting rates,2005,Journal of Wildlife Management,69,2,,800,804,,25,10.2193/0022-541X(2005)069[0800:TEORBV]2.0.CO;2,Article,,
"Huettmann, F.",Databases and science-based management in the context of wildlife and habitat: Toward a certified ISO standard for objective decision-making for the global community by using the internet,2005,Journal of Wildlife Management,69,2,,466,472,,32,10.2193/0022-541X(2005)069[0466:DASMIT]2.0.CO;2,Review,,
"Martin, T.G., Possingham, H.P.",Predicting the impact of livestock grazing on birds using foraging height data,2005,Journal of Applied Ecology,42,2,,400,408,,65,10.1111/j.1365-2664.2005.01012.x,Article,,
"Bollinger, T.K., Mineau, P., Wickstrom, M.L.",Toxicity of sodium chloride to house sparrows (Passer domesticus),2005,Journal of Wildlife Diseases,41,2,,363,370,,13,,Article,,
"DeVault, T.L., Reinhart, B.D., Brisbin Jr., I.L., Rhodes Jr., O.E.",Flight behavior of black and turkey vultures: Implications for reducing bird-aircraft collisions,2005,Journal of Wildlife Management,69,2,,601,608,,15,10.2193/0022-541X(2005)069[0601:FBOBAT]2.0.CO;2,Article,,
"Zollner, P.A., Gustafson, E.J., He, H.S., Radeloff, V.C., Mladenoff, D.J.",Modeling the influence of dynamic zoning of forest harvesting on ecological succession in a northern hardwoods landscape,2005,Environmental Management,35,4,,410,425,,15,10.1007/s00267-003-0217-9,Article,,
"Guthery, F.S., Rybak, A.R., Walsh, W.R., Fuhlendorf, S.D., Hiller, T.L.",Quantifying usable space for wildlife with use-availability data,2005,Journal of Wildlife Management,69,2,,655,663,,11,10.2193/0022-541X(2005)069[0655:QUSFWW]2.0.CO;2,Article,,
"Hanowski, J., Danz, N., Lind, J., Niemi, G.",Breeding bird response to varying amounts of basal area retention in riparian buffers,2005,Journal of Wildlife Management,69,2,,689,698,,9,10.2193/0022-541X(2005)069[0689:BBRTVA]2.0.CO;2,Article,,
"Madhusudan, M.D.",The global village: Linkages between international coffee markets and grazing by livestock in a south Indian wildlife reserve,2005,Conservation Biology,19,2,,411,420,,20,10.1111/j.1523-1739.2005.00330.x,Article,,
"Naidoo, R., Adamowicz, W.L.",Biodiversity and nature-based tourism at forest reserves in Uganda,2005,Environment and Development Economics,10,2,,159,178,,80,10.1017/S1355770X0400186X,Article,,
"Nilsen, E.B., Pettersen, T., Gundersen, H., Milner, J.M., Mysterud, A., Solberg, E.J., Andreassen, H.P., Stenseth, N.Chr.",Moose harvesting strategies in the presence of wolves,2005,Journal of Applied Ecology,42,2,,389,399,,37,10.1111/j.1365-2664.2005.01018.x,Article,,
"Sodhi, N.S., Koh, L.P., Prawiradilaga, D.M., Darjono, Tinulele, I., Putra, D.D., Tong Tan, T.H.",Land use and conservation value for forest birds in Central Sulawesi (Indonesia),2005,Biological Conservation,122,4,,547,558,,77,10.1016/j.biocon.2004.07.023,Article,,
"Delaney, K.S., Wayne, R.K.",Adaptive units for conservation: Population distinction and historic extinctions in the Island Scrub-Jay,2005,Conservation Biology,19,2,,523,533,,20,10.1111/j.1523-1739.2005.00424.x,Article,,
"Etcheverry, P., Crête, M., Quellet, J.-P., Rivest, L.-P., Richer, M.-C., Beaudoin, C.",Population dynamics of snowshoe hares in relation to furbearer harvest,2005,Journal of Wildlife Management,69,2,,771,781,,13,10.2193/0022-541X(2005)069[0771:PDOSHI]2.0.CO;2,Article,,
"Tomasik, E., Cook, J.A.",Mitochondrial phylogeography and conservation genetics of wolverine (Gulo gulo) of northwestern North America,2005,Journal of Mammalogy,86,2,,386,396,,28,10.1644/BER-121.1,Article,,
"Nelson, K.C., Monroe, M.C., Johnson, J.F.",The look of the land: Homeowner landscape management and wildfire preparedness in Minnesota and Florida,2005,Society and Natural Resources,18,4,,321,336,,63,10.1080/08941920590915233,Article,,
"Jackson, V.L., Laack, L.L., Zimmerman, E.G.",Landscape metrics associated with habitat use by ocelots in South Texas,2005,Journal of Wildlife Management,69,2,,733,738,,22,10.2193/0022-541X(2005)069[0733:LMAWHU]2.0.CO;2,Article,,
"Ramsey, D.",Population dynamics of brushtail possums subject to fertility control,2005,Journal of Applied Ecology,42,2,,348,360,,22,10.1111/j.1365-2664.2005.01006.x,Article,,
"Duriez, O., Ferrand, Y., Binet, F., Corda, E., Gossmann, F., Fritz, H.",Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability,2005,Biological Conservation,122,3,,479,490,,25,10.1016/j.biocon.2004.08.011,Article,,
"Bonenfant, C., Gaillard, J.-M., Klein, F., Hamann, J.-L.",Can we use the young: Female ratio to infer ungulate population dynamics? An empirical test using red deer Cervus elaphus as a model,2005,Journal of Applied Ecology,42,2,,361,370,,44,10.1111/j.1365-2664.2005.01008.x,Article,,
"Crane, H.M., Pickford, D.B., Hutchinson, T.H., Brown, J.A.","Effects of ammonium perchlorate on thyroid function in developing fathead minnows, Pimephales promelas",2005,Environmental Health Perspectives,113,4,,396,401,,49,10.1289/ehp.7333,Article,,
"Shahabuddin, Schulze, C.H., Tscharntke, T.",Changes of dung beetle communities from rainforests towards agroforestry systems and annual cultures in Sulawesi (Indonesia),2005,Biodiversity and Conservation,14,4,,863,877,,53,10.1007/s10531-004-0654-7,Article,,
"Whittingham, M.J., Swetnam, R.D., Wilson, J.D., Chamberlain, D.E., Freckleton, R.P.",Habitat selection by yellowhammers Emberiza citrinella on lowland farmland at two spatial scales: Implications for conservation management,2005,Journal of Applied Ecology,42,2,,270,280,,113,10.1111/j.1365-2664.2005.01007.x,Article,,
"Liptói, K., Hidas, A., Rouvier, R.",Investigation of chromosome abnormalities and early embryonic mortality in goose lines,2005,Acta Biologica Hungarica,56,01-Feb,,53,65,,6,10.1556/ABiol.56.2005.1-2.6,Article,,
"Wroe, S., McHenry, C., Thomason, J.",Bite club: Comparative bite force in big biting mammals and the prediction of predatory behaviour in fossil taxa,2005,Proceedings of the Royal Society B: Biological Sciences,272,1563,,619,625,,170,10.1098/rspb.2004.2986,Article,,
"Bailey, C., Fisher, P., Eason, C.T.",Assessing anticoagulant resistance in rats and coagulation effects in birds using small-volume blood samples,2005,Science for Conservation,,249,,5,21,,5,,Article,,
"Windal, I., Van Wouwe, N., Eppe, G., Xhrouet, C., Debacker, V., Baeyens, W., De Pauw, E., Goeyens, L.",Validation and interpretation of CALUX as a tool for the estimation of dioxin-like activity in marine biological matrixes,2005,Environmental Science and Technology,39,6,,1741,1748,,39,10.1021/es049182d,Article,,
"Bonadonna, F., Bajzak, C., Benhamou, S., Igloi, K., Jouventin, P., Lipp, H.P., Dell'Omo, G.",Orientation in the wandering albatross: Interfering with magnetic perception does not affect orientation performance,2005,Proceedings of the Royal Society B: Biological Sciences,272,1562,,489,495,,57,10.1098/rspb.2004.2984,Article,,
"Reece, S.E., Duncan, A.B., West, S.A., Read, A.F.",Host cell preference and variable transmission strategies in malaria parasites,2005,Proceedings of the Royal Society B: Biological Sciences,272,1562,,511,517,,38,10.1098/rspb.2004.2972,Article,,
"Davis, E.B.",Comparison of climate space and phylogeny of Marmota (Mammalia: Rodentia) indicates a connection between evolutionary history and climate preference,2005,Proceedings of the Royal Society B: Biological Sciences,272,1562,,519,526,,18,10.1098/rspb.2004.2979,Article,,
"Jepsen, J.U., Topping, C.J., Odderskær, P., Andersen, P.N.",Evaluating consequences of land-use strategies on wildlife populations using multiple-species predictive scenarios,2005,"Agriculture, Ecosystems and Environment",105,4,,581,594,,29,10.1016/j.agee.2004.08.007,Article,,
"Bleich, V.C.","In my opinion: Politics, promises, and illogical legislation confound wildlife conservation",2005,Wildlife Society Bulletin,33,1,,66,73,,13,,Conference Paper,,
"Heberlein, T.A.",In My Opinion: Wildlife caretaking vs. wildlife management - A short lesson in Swedish,2005,Wildlife Society Bulletin,33,1,,378,380,,5,,Article,,
"Werner, S.J., Homan, H.J., Avery, M.L., Linz, G.M., Tillman, E.A., Slowik, A.A., Byrd, R.W., Primus, T.M., Goodall, M.J.",Evaluation of Bird Shield™ as a blackbird repellent in ripening rice and sunflower fields,2005,Wildlife Society Bulletin,33,1,,251,257,,25,,Article,,
"Warren, K.A., Anderson, J.T.",Grassland songbird nest-site selection and response to mowing in West Virginia,2005,Wildlife Society Bulletin,33,1,,285,292,,23,,Article,,
"Fischer, J., Fazey, I., Briese, R., Lindenmayer, D.B.",Making the matrix matter: Challenges in Australian grazing landscapes,2005,Biodiversity and Conservation,14,3,,561,578,,66,10.1007/s10531-004-3916-5,Article,,
"Gadd, M.E.","Conservation outside of parks: Attitudes of local people in Laikipia, Kenya",2005,Environmental Conservation,32,1,,50,63,,126,10.1017/S0376892905001918,Article,,
"Klann, A., Levy, G., Lutz, I., Müller, C., Kloas, W., Hildebrandt, J.-P.",Estrogen-like effects of ultraviolet screen 3-(4-methylbenzylidene)-camphor (Eusolex 6300) on cell proliferation and gene induction in mammalian and amphibian cells,2005,Environmental Research,97,3,,274,281,,24,10.1016/j.envres.2004.07.004,Article,,
"Sagvik, J., Uller, T., Olsson, M.","Outbreeding depression in the common frog, Rana temporaria",2005,Conservation Genetics,6,2,,205,211,,30,10.1007/s10592-004-7829-3,Article,,
"Pease, M.L., Rose, R.K., Butler, M.J.",Effects of human disturbances on the behavior of wintering ducks,2005,Wildlife Society Bulletin,33,1,,103,112,,23,,Article,,
"Hebert, C.E., Wassenaar, L.I.","Feather stable isotopes in western North American waterfowl: Spatial patterns, underlying factors, and management applications",2005,Wildlife Society Bulletin,33,1,,92,102,,42,,Article,,
"Philip, L.J., MacMillan, D.C.","Exploring values, context and perceptions in contigent valuation studies: The CV Market Stall technique and willingness to pay for wildlife conservation",2005,Journal of Environmental Planning and Management,48,2,,257,274,,19,10.1080/0964056042000338172,Article,,
"Smart, R., Whiting, M.J., Twine, W.",Lizards and landscapes: Integrating field surveys and interviews to assess the impact of human disturbance on lizard assemblages and selected reptiles in a savanna in South Africa,2005,Biological Conservation,122,1,,23,31,,33,10.1016/j.biocon.2004.06.016,Review,,
"Stratford, J.A., Robinson, W.D.",Gulliver travels to the fragmented tropics: Geographic variation in mechanisms of avian extinction,2005,Frontiers in Ecology and the Environment,3,2,,91,98,,76,,Review,,
"Herrero, S., Smith, T., DeBruyn, T.D., Gunther, K., Matt, C.A.","From the field: Brown bear habituation to people - Safety, risks, and benefits",2005,Wildlife Society Bulletin,33,1,,362,373,,54,,Article,,
"Meadow, R., Reading, R.P., Phillips, M., Mehringer, M., Miller, B.J.",The influence of persuasive arguments on public attitudes toward a proposed wolf restoration in the southern Rockies,2005,Wildlife Society Bulletin,33,1,,154,163,,29,,Article,,
"White, G.C., Dennis, J.R., Pusateri, F.M.",Area of black-tailed prairie dog colonies in eastern Colorado,2005,Wildlife Society Bulletin,33,1,,265,272,,13,,Article,,
"Uyarra, M.C., Côté, I.M., Gill, J.A., Tinch, R.R.T., Viner, D., Watkinson, A.R.",Island-specific preferences of tourists for environmental features: Implications of climate change for tourism-dependent states,2005,Environmental Conservation,32,1,,11,19,,108,10.1017/S0376892904001808,Article,,
"Anderson Jr., C.R., Lindzey, F.G.",Experimental evaluation of population trend and harvest composition in a Wyoming cougar population,2005,Wildlife Society Bulletin,33,1,,179,188,,33,,Article,,
"Morris, A.J., Wilson, J.D., Whittingham, M.J., Bradbury, R.B.",Indirect effects of pesticides on breeding yellowhammer (Emberiza citrinella),2005,"Agriculture, Ecosystems and Environment",106,1,,1,16,,48,10.1016/j.agee.2004.07.016,Article,,
"Belcher, K., Schmutz, J.K.",Management of the prairie landscape through strategic consumer-producer cooperatives,2005,Prairie Forum,30,1,,55,72,,2,,Article,,
"Cartar, R.V., Morrison, R.I.G.",Metabolic correlates of leg length in breeding arctic shorebirds: The cost of getting high,2005,Journal of Biogeography,32,3,,377,382,,17,10.1111/j.1365-2699.2005.01237.x,Article,,
"Bailey, D.W.",Identification and creation of optimum habitat conditions for livestock,2005,Rangeland Ecology and Management,58,2,,109,118,,66,10.2111/03-147.1,Review,,
"Keyser, P.D., Guynn Jr., D.C., Hill Jr., H.S.",Density-dependent recruitment patterns in white-tailed deer,2005,Wildlife Society Bulletin,33,1,,222,232,,10,,Article,,
"Kennedy, J.J., Haynes, R.W., Zhou, X.",Line officers' views on stated USDA Forest Service values and the agency reward system,2005,USDA Forest Service - General Technical Report PNW,,632,,1,30,,3,,Article,,
"Jacobsen, L.",Otter (Lutra lutra) predation on stocked brown trout (Salmo trutta) in two Danish lowland rivers,2005,Ecology of Freshwater Fish,14,1,,59,68,,12,10.1111/j.1600-0633.2004.00076.x,Article,,
"Trudeau, V.L., Turque, N., Le Mével, S., Alliot, C., Gallant, N., Coen, L., Pakdel, F., Demeneix, B.",Assessment of estrogenic endocrine-disrupting chemical actions in the brain using in vivo somatic gene transfer,2005,Environmental Health Perspectives,113,3,,329,334,,15,10.1289/ehp.7418,Article,,
"Putman, R.J., Duncan, P., Scott, R.",Demographic changes in a Scottish red deer population (Cervus elaphus L.) in response to sustained and heavy culling: An analysis of trends in deer populations of Creag Meagaidh National Nature Reserve 1986-2001,2005,Forest Ecology and Management,206,01-Mar,,263,281,,7,10.1016/j.foreco.2004.11.006,Article,,
"Jepsen, J.U., Baveco, J.M., Topping, C.J., Verboom, J., Vos, C.C.",Evaluating the effect of corridors and landscape heterogeneity on dispersal probability: A comparison of three spatially explicit modelling approaches,2005,Ecological Modelling,181,4,,445,459,,31,10.1016/j.ecolmodel.2003.11.019,Article,,
"Møller, A.P., Surai, P., Mousseau, T.A.","Antioxidants, radiation and mutation as revealed by sperm abnormality in barn swallows from Chernobyl",2005,Proceedings of the Royal Society B: Biological Sciences,272,1560,,247,252,,52,10.1098/rspb.2004.2914,Article,,
